Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Pricelog,Propertycountlog,Landsizelog,BuildingArealog,Age,stname
89,3,3,1255000.0,4,112,04-2017,12.1,37,3.0,1.0,2.0,557.0,108.0,1950.0,10,-37.9059,145.0733,4,4442.0,14.042646130548022,8.398860004454372,6.322565239927284,4.68213122712422,67.0,1954
81,2,3,680000.0,4,112,06-2016,11.2,45,2.0,1.0,1.0,750.0,92.0,1960.0,5,-37.7089,145.0192,1,21650.0,13.42984807715229,9.982760733430636,6.620073206530356,4.5217885770490405,56.0,173
147,3,3,418000.0,4,132,05-2017,18.4,82,3.0,2.0,1.0,435.0,,1970.0,22,-37.867670000000004,144.68409,3,13830.0,12.943236711506893,9.534595424658804,6.075346031088684,0.0,47.0,5213
153,4,3,937500.0,1,106,05-2016,14.7,87,4.0,2.0,2.0,539.0,226.0,1993.0,19,-37.9413,145.0957,5,3692.0,13.750972036826703,8.213923595622743,6.289715570908998,5.420534999272286,23.0,3085
221,3,3,745000.0,4,132,09-2017,12.1,118,3.0,1.0,2.0,586.0,,1970.0,29,-37.70762,145.07179,1,10175.0,13.521139497361697,9.227689010310796,6.373319789577012,0.0,47.0,191
159,2,1,618000.0,4,161,11-2016,11.4,119,2.0,1.0,1.0,151.0,96.0,1980.0,16,-37.7458,145.0609,6,3540.0,13.334243736439827,8.17188200612782,5.017279836814924,4.564348191467836,36.0,1244
91,2,2,1200000.0,4,158,06-2017,6.3,52,2.0,2.0,1.0,189.0,,1970.0,6,-37.8532,145.0259,4,4836.0,13.997832114758229,8.483843211734683,5.241747015059643,0.0,47.0,1482
80,2,3,860000.0,4,130,07-2016,5.2,44,2.0,1.0,1.0,181.0,,1910.0,8,-37.7742,144.9541,1,11918.0,13.664687668229691,9.385805141306925,5.198497031265826,0.0,106.0,457
193,3,1,720000.0,5,105,07-2016,13.9,121,3.0,2.0,1.0,228.0,,1996.0,10,-37.9329,145.0617,4,10969.0,13.487006490992238,9.302828391411333,5.429345628954441,0.0,20.0,3510
105,5,3,1400000.0,5,112,03-2017,8.4,61,5.0,2.0,2.0,558.0,217.0,1925.0,5,-37.73472,144.99658,1,14577.0,14.151982794585487,9.587200223074012,6.324358962381311,5.37989735354046,92.0,3024
105,3,3,815000.0,4,103,10-2016,8.8,61,3.0,1.0,1.0,0.0,,1970.0,5,-37.7333,144.9844,1,14577.0,13.610943392223,9.587200223074012,0.0,0.0,46.0,422
206,2,1,410000.0,3,105,05-2016,8.5,112,0.0,0.0,0.0,0.0,,1970.0,10,-37.8863,144.9996,4,4898.0,12.92391243868049,8.496582237512113,0.0,0.0,46.0,1060
175,3,3,620500.0,4,116,04-2016,13.3,68,3.0,1.0,1.0,609.0,,1970.0,9,-37.7754,144.846,3,4217.0,13.3382808836268,8.34687925374656,6.411818267709897,0.0,46.0,276
78,3,2,460000.0,1,124,10-2016,12.4,43,3.0,1.0,1.0,314.0,112.0,1970.0,8,-37.7066,144.9733,1,5070.0,13.038981768465277,8.531096096585228,5.749392985908253,4.718498871295094,46.0,2008
131,4,3,510000.0,1,125,07-2017,14.7,117,4.0,2.0,1.0,531.0,147.0,2003.0,22,-37.895559999999996,144.64268,3,16166.0,13.142166004700508,9.69066555029379,6.274762021241939,4.990432586778736,14.0,2075
158,2,1,444000.0,4,18,06-2016,7.5,90,2.0,1.0,1.0,0.0,68.0,1970.0,29,-37.8245,145.0527,4,6482.0,13.003579841414362,8.776784383701493,0.0,4.219507705176107,46.0,1455
267,3,3,1670000.0,4,139,03-2016,11.0,157,3.0,2.0,2.0,599.0,220.0,1930.0,29,-37.8673,145.0688,4,3052.0,14.328334184392938,8.023552392404348,6.395261598115449,5.393627546352362,86.0,2953
27,2,3,1310000.0,4,112,12-2017,4.6,16,2.0,2.0,1.0,78.0,,1970.0,6,-37.85083,144.99092,4,7717.0,14.085537695177335,8.951180966457603,4.356708826689592,0.0,47.0,702
69,1,1,160000.0,3,147,08-2017,4.6,38,1.0,1.0,0.0,322.0,,2009.0,29,-37.8198,145.0373,4,11308.0,11.982929094215963,9.33326571881348,5.7745515455444085,0.0,8.0,1781
269,4,3,1500000.0,3,139,07-2016,9.2,175,3.0,2.0,2.0,610.0,,1970.0,29,-37.784,145.0878,4,7809.0,14.22097566607244,8.963032193662675,6.413458957167357,0.0,46.0,2892
103,3,3,940000.0,4,130,09-2016,9.9,60,3.0,1.0,1.0,589.0,,1970.0,8,-37.7282,144.9312,1,7485.0,13.753635154246187,8.920656296853728,6.3784261836515865,0.0,46.0,3659
191,4,3,1263500.0,4,168,08-2017,17.2,139,4.0,2.0,2.0,791.0,,1970.0,29,-37.84467,145.19276000000005,6,4181.0,14.049396205810385,8.338305731356565,6.673297967767654,0.0,47.0,3845
170,4,3,500000.0,1,125,12-2017,27.2,96,4.0,2.0,1.0,512.0,179.0,2005.0,22,-37.87959,144.60977,3,5262.0,13.122363377404328,8.568266461600238,6.238324625039508,5.187385805840755,12.0,2610
269,4,3,1400000.0,3,112,09-2017,9.7,175,4.0,2.0,1.0,629.0,,1970.0,29,-37.79241,145.10445,4,7809.0,14.151982794585487,8.963032193662675,6.444131256700441,0.0,47.0,2572
229,4,3,720000.0,4,132,05-2017,23.0,151,4.0,2.0,3.0,879.0,,1970.0,15,-37.79079,145.30208000000005,6,11925.0,13.487006490992238,9.386392315756542,6.778784897685177,0.0,47.0,5175
161,3,3,1240000.0,4,130,08-2016,8.0,106,3.0,2.0,2.0,307.0,,1970.0,13,-37.7543,144.9249,3,9264.0,14.03062193758122,9.133891199812776,5.726847747587197,0.0,46.0,3828
99,3,3,710000.0,4,168,04-2017,7.8,55,3.0,1.0,1.0,160.0,120.0,1970.0,8,-37.7411,144.9657,1,11204.0,13.473020249017498,9.324026136379999,5.075173815233827,4.787491742782046,47.0,1509
89,2,1,500000.0,3,54,09-2016,12.1,37,2.0,2.0,1.0,5289.0,70.0,2013.0,10,-37.8882,145.0666,4,4442.0,13.122363377404328,8.398860004454372,8.57338447106598,4.248495242049359,3.0,442
205,3,3,2415000.0,4,139,10-2016,7.4,135,3.0,1.0,3.0,696.0,128.0,1910.0,6,-37.8462,145.0386,4,4675.0,14.69720984506881,8.449984441722787,6.54534966033442,4.852030263919617,106.0,2862
263,5,3,1400000.0,4,168,09-2017,14.7,172,5.0,2.0,2.0,796.0,,1970.0,29,-37.87079,145.22988,6,7082.0,14.151982794585487,8.86531163267185,6.679599185844383,0.0,47.0,3898
10,2,1,850000.0,5,189,03-2016,3.3,8,2.0,2.0,2.0,0.0,86.0,2014.0,6,-37.8411,144.9944,4,14887.0,13.652991628466498,9.608243627877057,0.0,4.454347296253507,2.0,1116
10,2,1,850000.0,4,112,04-2017,3.3,8,2.0,2.0,2.0,17200.0,,2000.0,6,-37.8361,144.9966,4,14887.0,13.652991628466498,9.608243627877057,9.752664662801545,0.0,17.0,1315
81,2,1,427500.0,4,103,07-2016,11.2,45,2.0,1.0,1.0,146.0,84.0,1980.0,5,-37.719,145.0014,1,21650.0,12.965709567358951,9.982760733430636,4.983606621708336,4.430816798843313,36.0,567
24,3,3,700000.0,4,117,09-2017,27.0,17,3.0,2.0,3.0,795.0,,1970.0,29,-37.85229,145.30281000000005,6,1690.0,13.458835614025542,7.432483807917119,6.678342114654332,0.0,47.0,5161
39,2,1,591000.0,4,132,07-2017,3.6,125,2.0,1.0,1.0,0.0,64.0,1970.0,3,-37.78791,145.00588,1,2954.0,13.289571296388235,7.9909154630913255,0.0,4.1588830833596715,47.0,606
269,2,3,685000.0,1,139,05-2016,9.2,175,2.0,1.0,1.0,177.0,85.0,1975.0,29,-37.7935,145.0679,4,7809.0,13.437174117244362,8.963032193662675,5.176149732573829,4.442651256490317,41.0,349
143,4,3,1085000.0,1,97,03-2017,4.3,81,4.0,2.0,2.0,238.0,221.3,2007.0,4,-37.7833,144.89717,3,4918.0,13.897090544956697,8.500657222776137,5.472270673671475,5.399519247057004,10.0,3054
234,4,3,2020000.0,5,184,10-2016,9.2,154,4.0,2.0,2.0,630.0,351.0,2009.0,29,-37.8667,145.0752,4,10412.0,14.518608069377388,9.250714266114455,6.4457198193855785,5.860786223465865,7.0,3397
133,4,3,1005000.0,4,78,11-2016,11.5,59,4.0,1.0,1.0,780.0,,1970.0,8,-37.7182,144.9246,1,2651.0,13.820498099475314,7.8826922062890254,6.659293919683638,0.0,46.0,1165
123,2,3,765000.0,4,124,05-2016,11.8,124,2.0,1.0,2.0,300.0,,1970.0,10,-37.9045,145.0426,4,3578.0,13.547631112808673,8.182559264068665,5.703782474656201,0.0,46.0,2420
273,4,3,1372000.0,4,132,01-2017,15.4,140,4.0,1.0,2.0,866.0,,1970.0,20,-37.838159999999995,145.17783,6,4385.0,14.131780087267968,8.385944904806284,6.763884908562435,0.0,47.0,3003
56,3,3,2525000.0,4,184,11-2016,2.1,32,3.0,2.0,1.0,234.0,,1863.0,2,-37.8355,144.9663,4,5943.0,14.741751620691597,8.68996933536666,5.455321115357702,0.0,153.0,4043
240,3,3,2200000.0,3,165,10-2016,11.2,152,3.0,2.0,4.0,816.0,,1970.0,29,-37.8304,145.0934,4,5457.0,14.603967918328545,8.604654467186231,6.704414354964107,0.0,46.0,3932
82,3,3,1190000.0,4,130,12-2016,5.5,46,3.0,1.0,1.0,445.0,125.0,1920.0,5,-37.7652,145.0123,1,11364.0,13.989463865087712,9.338205742974079,6.09807428216624,4.8283137373023015,96.0,2142
81,3,3,737000.0,4,168,05-2016,11.2,45,2.0,3.0,6.0,957.0,,1970.0,5,-37.7012,145.0069,1,21650.0,13.510343171171474,9.982760733430636,6.863803391452954,0.0,46.0,1332
193,3,3,1525000.0,5,162,06-2017,13.8,121,3.0,1.0,3.0,581.0,128.0,1940.0,10,-37.9178,145.05414,4,10969.0,14.237504968023648,9.302828391411333,6.364750756851911,4.852030263919617,77.0,2347
1,2,1,360000.0,3,18,07-2016,2.8,1,2.0,1.0,0.0,0.0,66.0,1974.0,1,-37.8138,144.9548,1,17496.0,12.793859310432293,9.769727562356604,0.0,4.189654742026425,42.0,585
43,2,1,676000.0,4,139,06-2017,5.8,50,2.0,1.0,1.0,0.0,87.0,2002.0,3,-37.7847,145.0109,1,2970.0,13.423948355025102,7.996317231796746,0.0,4.465908118654584,15.0,705
20,2,3,375000.0,4,116,07-2016,6.4,23,2.0,1.0,1.0,0.0,,1968.0,4,-37.7906,144.8856,3,7570.0,12.834681304952548,8.931948346431495,0.0,0.0,48.0,388
1,2,1,1160500.0,4,189,04-2017,2.8,1,2.0,2.0,1.0,4230.0,,2006.0,1,-37.8157,144.9727,1,17496.0,13.96436150469663,9.769727562356604,8.349957272040324,0.0,11.0,331
91,2,1,565000.0,4,132,08-2016,6.3,52,3.0,1.0,1.0,0.0,,1970.0,6,-37.8573,145.0112,4,4836.0,13.244581010128577,8.483843211734683,0.0,0.0,46.0,2009
77,2,1,510000.0,4,89,08-2017,3.1,42,2.0,1.0,1.0,75.0,66.0,2007.0,1,-37.80473,144.9435,1,2230.0,13.142166004700508,7.709756864454165,4.31748811353631,4.189654742026425,10.0,1647
185,3,3,910000.0,4,112,04-2017,11.1,113,3.0,1.0,3.0,535.0,132.0,1970.0,14,-37.8322,144.8399,3,5132.0,13.721199878493033,8.543250725735527,6.282266746896006,4.882801922586371,47.0,1669
81,2,1,525000.0,4,140,04-2016,11.2,45,3.0,1.0,2.0,284.0,,2014.0,5,-37.705,145.0152,1,21650.0,13.17115354157376,9.982760733430636,5.648974238161206,0.0,2.0,5135
5,3,1,681000.0,4,10,07-2017,1.8,4,3.0,1.0,1.0,1843.0,,1960.0,1,-37.79773,144.94611,1,6821.0,13.43131758513165,8.82776136765472,7.519149957669823,0.0,57.0,1231
237,4,3,2210000.0,4,139,09-2017,11.4,124,4.0,3.0,2.0,557.0,233.0,1940.0,29,-37.92098,145.02421999999999,4,6795.0,14.608503073493935,8.823942326585245,6.322565239927284,5.4510384535657,77.0,3123
85,3,3,836000.0,4,104,03-2016,14.6,47,3.0,1.0,4.0,695.0,165.0,1970.0,19,-37.9364,145.0559,4,2555.0,13.636383892066839,7.845807502637805,6.543911845564792,5.10594547390058,46.0,2084
69,2,1,1022000.0,4,139,03-2017,5.3,38,2.0,1.0,1.0,2267.0,104.0,1930.0,29,-37.82193,145.01748999999995,4,11308.0,13.837272049745787,9.33326571881348,7.726212650507529,4.6443908991413725,87.0,808
105,3,3,721000.0,4,78,03-2016,8.8,61,3.0,1.0,1.0,581.0,,1970.0,5,-37.7399,145.0228,1,14577.0,13.488394416267086,9.587200223074012,6.364750756851911,0.0,46.0,2772
14,2,1,571000.0,4,33,12-2016,6.1,11,2.0,1.0,1.0,7458.0,,1970.0,2,-37.8591,144.97899999999996,4,13240.0,13.255144488638146,9.490997829490999,8.917042560738766,0.0,46.0,174
205,3,3,1970000.0,4,184,06-2016,7.4,135,3.0,2.0,1.0,246.0,106.0,1910.0,6,-37.871,145.0364,4,4675.0,14.493544100714171,8.449984441722787,5.5053315359323625,4.663439094112067,106.0,862
10,2,1,851000.0,4,97,05-2017,3.3,8,2.0,1.0,1.0,284.0,,1970.0,6,-37.8471,145.0019,4,14887.0,13.65416740755551,9.608243627877057,5.648974238161206,0.0,47.0,2030
103,3,2,600000.0,3,112,11-2016,9.9,60,3.0,2.0,1.0,122.0,139.0,1998.0,8,-37.7231,144.9373,1,7485.0,13.304684934198283,8.920656296853728,4.804021044733257,4.9344739331306915,18.0,1339
70,5,3,872000.0,1,51,03-2017,26.5,39,5.0,2.0,2.0,1254.0,186.75,1980.0,12,-37.790259999999996,145.33738,7,8280.0,13.678544702891116,9.021598247379305,7.134093721192866,5.229770824012927,37.0,2721
149,3,3,775500.0,4,140,07-2017,17.9,85,3.0,1.0,4.0,840.0,125.0,1980.0,23,-37.66919,145.06798999999995,1,10529.0,13.56126326159873,9.26188863385676,6.733401891837359,4.8283137373023015,37.0,1445
10,2,2,1050000.0,4,189,06-2017,2.7,8,2.0,1.0,1.0,0.0,,1970.0,6,-37.83543,144.99907,4,14887.0,13.864300722133706,9.608243627877057,0.0,0.0,47.0,3742
10,2,1,863000.0,4,112,04-2017,3.3,8,2.0,2.0,1.0,742.0,,1950.0,1,-37.8357,144.9867,4,14887.0,13.668169970065565,9.608243627877057,6.60934924316738,0.0,67.0,3602
154,4,3,496000.0,4,106,08-2017,18.4,82,4.0,2.0,2.0,448.0,,2008.0,22,-37.84688,144.68182,3,10160.0,13.114331205707064,9.226213721132472,6.104793232414985,0.0,9.0,3882
78,3,3,665000.0,4,112,07-2016,12.4,43,3.0,1.0,1.0,726.0,,1970.0,8,-37.7104,144.9733,1,5070.0,13.407542319637992,8.531096096585228,6.587550014824796,0.0,46.0,2465
153,3,3,1067000.0,4,104,02-2017,14.7,87,3.0,1.0,2.0,648.0,122.0,1940.0,11,-37.9196,145.0876,5,3692.0,13.88036153028389,8.213923595622743,6.473890696352274,4.804021044733257,77.0,2421
129,2,1,348000.0,4,91,01-2017,24.7,71,2.0,1.0,0.0,156.0,,1970.0,7,-37.987120000000004,145.22262,5,10894.0,12.759957758756611,9.29596745794362,5.049856007249537,0.0,47.0,628
137,4,3,1270000.0,4,139,08-2017,6.2,79,4.0,1.0,3.0,478.0,152.0,1925.0,13,-37.76421,144.90571,3,6232.0,14.054527458434775,8.737452587550584,6.169610732491456,5.0238805208462765,92.0,2301
80,2,2,605000.0,5,139,07-2016,5.2,44,2.0,1.0,1.0,0.0,78.0,2009.0,8,-37.7588,144.9646,1,11918.0,13.312983737012978,9.385805141306925,0.0,4.356708826689592,7.0,2441
161,4,3,1965000.0,4,153,04-2017,8.0,106,4.0,2.0,4.0,704.0,,1970.0,13,-37.7509,144.9219,3,9264.0,14.491002803285499,9.133891199812776,6.556778356158042,0.0,47.0,3977
80,1,3,772000.0,1,108,08-2016,5.2,44,1.0,1.0,1.0,147.0,82.0,1890.0,8,-37.7643,144.9584,1,11918.0,13.556739829006913,9.385805141306925,4.990432586778736,4.406719247264253,126.0,305
197,4,3,763000.0,4,199,07-2017,35.4,128,4.0,2.0,4.0,611.0,184.75,1980.0,18,-38.10226,145.14459,5,8077.0,13.545013310266594,8.996775795442296,6.415096959171596,5.2190035598283115,37.0,3291
14,1,1,452000.0,4,158,02-2017,6.1,11,1.0,1.0,1.0,0.0,,1970.0,2,-37.8631,144.9749,4,13240.0,13.021437458814368,9.490997829490999,0.0,0.0,47.0,225
141,2,3,940000.0,4,130,07-2016,5.9,81,2.0,1.0,1.0,330.0,,1970.0,13,-37.773,144.9049,3,6567.0,13.753635154246187,8.789812386190972,5.799092654460526,0.0,46.0,2673
136,2,2,751000.0,4,162,07-2017,17.9,78,2.0,1.0,1.0,171.0,,1970.0,19,-37.96304,145.06421,4,9758.0,13.529160930746272,9.185842740375783,5.14166355650266,0.0,47.0,5206
117,3,3,1070000.0,4,94,05-2017,10.5,68,3.0,2.0,2.0,573.0,198.0,1940.0,9,-37.791270000000004,144.83713,3,3755.0,13.883169206438088,8.230843564198235,6.35088571671474,5.288267030694535,77.0,2056
209,3,2,1000000.0,4,127,01-2017,21.5,143,3.0,2.0,2.0,298.0,124.0,1995.0,19,-37.994640000000004,145.08098999999999,5,5087.0,13.815510557964274,8.534443544822764,5.697093486505405,4.820281565605037,22.0,1325
11,2,3,890000.0,4,18,03-2016,1.6,9,2.0,1.0,1.0,178.0,70.0,1900.0,3,-37.7974,144.9915,1,4553.0,13.698976741708323,8.423541635334782,5.181783550292085,4.248495242049359,116.0,159
283,3,3,620000.0,4,146,07-2017,35.2,181,3.0,1.0,2.0,792.0,101.0,1970.0,21,-38.03517,145.33886,7,17093.0,13.337474757021274,9.746424301956267,6.674561391814426,4.61512051684126,47.0,720
235,3,3,1138000.0,4,168,08-2017,12.4,155,3.0,2.0,2.0,706.0,184.0,1970.0,30,-37.77185,145.12509,6,5420.0,13.944782893668414,8.597851094433691,6.559615237493242,5.214935757608986,47.0,2686
206,2,3,900000.0,3,105,10-2016,8.5,112,2.0,1.0,1.0,198.0,,1970.0,10,-37.8824,145.0133,4,4898.0,13.710150042306449,8.496582237512113,5.288267030694535,0.0,46.0,2399
234,4,3,2725000.0,4,184,02-2017,9.2,154,4.0,3.0,2.0,603.0,246.0,2007.0,29,-37.8521,145.0657,4,10412.0,14.817978986079481,9.250714266114455,6.401917196727186,5.5053315359323625,10.0,3114
38,1,1,597000.0,4,41,06-2016,1.6,27,1.0,1.0,1.0,0.0,,2000.0,3,-37.7941,144.9802,1,5825.0,13.29967239237474,8.669914278433902,0.0,0.0,16.0,2192
185,3,3,588000.0,4,109,07-2016,11.1,113,3.0,1.0,1.0,328.0,118.0,1970.0,14,-37.838,144.8555,3,5132.0,13.284482226880764,8.543250725735527,5.793013608384144,4.770684624465665,46.0,1349
210,3,1,440500.0,4,106,07-2017,15.5,95,3.0,1.0,1.0,205.0,,1990.0,14,-37.88995,144.78505,3,7630.0,12.995665724358371,8.939843124278502,5.3230099791384085,0.0,27.0,3621
46,3,3,1475000.0,5,97,10-2016,2.5,15,3.0,2.0,2.0,324.0,165.0,1880.0,3,-37.8278,144.9885,1,1123.0,14.204168547756057,7.023758954738443,5.780743515792329,5.10594547390058,136.0,611
97,4,3,1235000.0,1,80,04-2017,7.0,54,4.0,2.0,2.0,244.0,206.0,2011.0,4,-37.8139,144.8741,3,6543.0,14.026581528044215,8.78615105486974,5.497168225293202,5.327876168789581,6.0,2493
237,2,3,1402000.0,4,104,06-2017,13.0,124,2.0,1.0,4.0,616.0,,1970.0,10,-37.9257,145.0469,4,6795.0,14.153410346576672,8.823942326585245,6.423246963533519,0.0,47.0,3000
198,5,3,1815000.0,4,139,11-2016,11.8,152,5.0,1.0,0.0,711.0,207.0,1950.0,20,-37.8195,145.1134,6,2079.0,14.411596025681089,7.639642287858013,6.566672429803241,5.332718793265369,66.0,2619
145,2,2,500000.0,3,113,03-2016,8.9,122,2.0,1.0,1.0,53.0,,1970.0,14,-37.8563,144.8782,3,802.0,13.122363377404328,6.687108607866515,3.970291913552122,0.0,46.0,3099
98,3,3,1080000.0,3,113,03-2017,6.6,23,3.0,1.0,0.0,234.0,111.0,1900.0,4,-37.8051,144.8858,3,2417.0,13.892471599100402,7.790282380703483,5.455321115357702,4.709530201312334,117.0,882
71,2,3,4525000.0,4,155,03-2016,1.5,40,2.0,2.0,1.0,220.0,279.0,1970.0,1,-37.8181,144.9879,1,3040.0,15.325128135116163,8.019612794400267,5.393627546352362,5.631211781821365,46.0,3319
35,3,1,676000.0,4,168,07-2016,9.5,24,3.0,1.0,0.0,605.0,,1970.0,16,-37.7516,145.0457,6,790.0,13.423948355025102,6.672032945461067,6.405228458030842,0.0,46.0,1913
19,2,3,270000.0,5,16,08-2016,2.6,15,2.0,1.0,1.0,0.0,60.0,2004.0,3,-37.8231,144.9906,1,14949.0,12.506177237980511,9.612399686949514,0.0,4.0943445622221,12.0,307
258,4,3,1310000.0,4,168,09-2017,14.3,171,4.0,2.0,2.0,664.0,,1970.0,29,-37.77472,145.15197,6,10999.0,14.085537695177335,9.305559638557117,6.498282149476434,0.0,47.0,3921
141,2,1,432000.0,4,97,10-2016,5.9,81,2.0,1.0,1.0,0.0,62.0,1978.0,13,-37.773,144.9303,3,6567.0,12.976180867226248,8.789812386190972,0.0,4.127134385045092,38.0,327
89,3,3,1420000.0,4,104,08-2016,12.1,37,3.0,1.0,1.0,700.0,,1970.0,10,-37.8887,145.0718,4,4442.0,14.166167429577444,8.398860004454372,6.551080335043404,0.0,46.0,2645
